Auction Date,Property Address,Final Judgment,Assessed Value,Plaintiff Max Bid,Case #,Parcel ID,Case Link,Parcel Link
05/27/2026 09:00 AM ET,2206 HAMMOCK PL,"$658,493.89",$0.00,"$658,493.89",2023 CA 006795 NC,Property Appraiser,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2023 CA 006795 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/Property Appraiser
05/27/2026 09:00 AM ET,6800 MANASOTA KEY RD,"$2,744,187.95","$1,474,100.00",Hidden,2024 CA 004284 NC,0500170014,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024 CA 004284 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/0500170014
05/27/2026 09:00 AM ET,,"$5,922.58",$0.00,"$5,922.58",2024 CC 007808 NC,TIMESHARE,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024 CC 007808 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/TIMESHARE
05/27/2026 09:00 AM ET,,"$6,016.13",$0.00,"$6,016.13",2024 CC 007808 NC,TIMESHARE,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024 CC 007808 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/TIMESHARE
05/27/2026 09:00 AM ET,,"$5,934.23",$0.00,"$5,934.23",2024 CC 007808 NC,TMESHARE,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024 CC 007808 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/TMESHARE
05/27/2026 09:00 AM ET,,"$5,849.87",$0.00,"$5,489.87",2024 CC 007808 NC,TIMESHARE,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024 CC 007808 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/TIMESHARE
05/27/2026 09:00 AM ET,,"$5,910.94",$0.00,"$5,910.94",2024 CC 007808 NC,TIMESHARE,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2024 CC 007808 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/TIMESHARE
05/27/2026 09:00 AM ET,,"$533,265.34",$0.00,Hidden,2025 CA 003095 NC,MULTIPLE PARCEL,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025 CA 003095 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/MULTIPLE PARCEL
05/28/2026 09:00 AM ET,11723 TEMPEST HARBOR LOOP,"$471,446.24","$292,800.00","$471,446.24",2025 CA 004044 NC,0756032141,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025 CA 004044 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/0756032141
05/28/2026 09:00 AM ET,,"$2,346.23",$0.00,"$2,346.23",2025 CC 007829 NC,TIMESHARE,https://sarasota.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=2025 CC 007829 NC&bypassPage=1,https://www.sc-pa.com/propertysearch/TIMESHARE
